"";"year";"step";"fleet";"sex";"part";"ageerr";"Lbin_hi";"Lbin_lo";"Nsamp";"0";"1";"2";"3"
"999";"1996";"4";3;0;0;2;6,5;6,5;10;"1";"0";"0";"0"
"1000";"1996";"4";3;0;0;2;7;7;10;"2";"0";"0";"0"
"1001";"1996";"4";3;0;0;2;7,5;7,5;10;"6";"0";"0";"0"
"1002";"1996";"4";3;0;0;2;8;8;10;"16";"0";"0";"0"
"1003";"1996";"4";3;0;0;2;8,5;8,5;10;"24";"0";"0";"0"
"1004";"1996";"4";3;0;0;2;9;9;10;"26";"0";"0";"0"
"1005";"1996";"4";3;0;0;2;9,5;9,5;10;"23";"0";"0";"0"
"1006";"1996";"4";3;0;0;2;10;10;10;"22";"0";"0";"0"
"1007";"1996";"4";3;0;0;2;10,5;10,5;10;"18";"0";"0";"0"
"1008";"1996";"4";3;0;0;2;11;11;10;"22";"0";"0";"0"
"1009";"1996";"4";3;0;0;2;11,5;11,5;10;"20";"0";"0";"0"
"1010";"1996";"4";3;0;0;2;12;12;10;"18";"3";"0";"0"
"1011";"1996";"4";3;0;0;2;12,5;12,5;10;"16";"5";"0";"0"
"1012";"1996";"4";3;0;0;2;13;13;10;"0";"5";"0";"0"
"1013";"1996";"4";3;0;0;2;13,5;13,5;10;"0";"5";"0";"0"
"1014";"1996";"4";3;0;0;2;14;14;10;"0";"5";"0";"0"
"1015";"1996";"4";3;0;0;2;14,5;14,5;10;"0";"5";"0";"0"
"1016";"1996";"4";3;0;0;2;15;15;10;"0";"4";"0";"0"
"1017";"1996";"4";3;0;0;2;15,5;15,5;10;"0";"1";"4";"0"
"1018";"1996";"4";3;0;0;2;16;16;10;"0";"0";"1";"0"
"1019";"1996";"4";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1020";"1996";"4";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1021";"1996";"4";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1022";"1996";"4";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1023";"1996";"4";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1024";"1996";"4";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1025";"1997";"1";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1026";"1997";"1";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1027";"1997";"1";3;0;0;2;4,5;4,5;10;"0";"0";"0";"0"
"1028";"1997";"1";3;0;0;2;5;5;10;"0";"1";"0";"0"
"1029";"1997";"1";3;0;0;2;5,5;5,5;10;"0";"1";"0";"0"
"1030";"1997";"1";3;0;0;2;6;6;10;"0";"1";"0";"0"
"1031";"1997";"1";3;0;0;2;6,5;6,5;10;"0";"1";"0";"0"
"1032";"1997";"1";3;0;0;2;7;7;10;"0";"1";"0";"0"
"1033";"1997";"1";3;0;0;2;7,5;7,5;10;"0";"1";"0";"0"
"1034";"1997";"1";3;0;0;2;8;8;10;"0";"1";"0";"0"
"1035";"1997";"1";3;0;0;2;8,5;8,5;10;"0";"1";"0";"0"
"1036";"1997";"1";3;0;0;2;9;9;10;"0";"2";"0";"0"
"1037";"1997";"1";3;0;0;2;9,5;9,5;10;"0";"4";"0";"0"
"1038";"1997";"1";3;0;0;2;10;10;10;"0";"9";"0";"0"
"1039";"1997";"1";3;0;0;2;10,5;10,5;10;"0";"16";"0";"0"
"1040";"1997";"1";3;0;0;2;11;11;10;"0";"6";"0";"0"
"1041";"1997";"1";3;0;0;2;11,5;11,5;10;"0";"14";"0";"0"
"1042";"1997";"1";3;0;0;2;12;12;10;"0";"18";"0";"0"
"1043";"1997";"1";3;0;0;2;12,5;12,5;10;"0";"14";"10";"0"
"1044";"1997";"1";3;0;0;2;13;13;10;"0";"13";"18";"0"
"1045";"1997";"1";3;0;0;2;13,5;13,5;10;"0";"4";"27";"0"
"1046";"1997";"1";3;0;0;2;14;14;10;"0";"2";"20";"0"
"1047";"1997";"1";3;0;0;2;14,5;14,5;10;"0";"0";"8";"0"
"1048";"1997";"1";3;0;0;2;15;15;10;"0";"0";"4";"0"
"1049";"1997";"1";3;0;0;2;15,5;15,5;10;"0";"0";"1";"0"
"1050";"1997";"1";3;0;0;2;16;16;10;"0";"0";"1";"0"
"1051";"1997";"1";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1052";"1997";"1";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1053";"1997";"1";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1054";"1997";"1";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1055";"1997";"1";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1056";"1997";"1";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1057";"1997";"2";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1058";"1997";"2";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1059";"1997";"2";3;0;0;2;4,5;4,5;10;"0";"0";"0";"0"
"1060";"1997";"2";3;0;0;2;5;5;10;"0";"0";"0";"0"
"1061";"1997";"2";3;0;0;2;5,5;5,5;10;"0";"1";"0";"0"
"1062";"1997";"2";3;0;0;2;6;6;10;"0";"1";"0";"0"
"1063";"1997";"2";3;0;0;2;6,5;6,5;10;"0";"1";"0";"0"
"1064";"1997";"2";3;0;0;2;7;7;10;"0";"1";"0";"0"
"1065";"1997";"2";3;0;0;2;7,5;7,5;10;"0";"2";"0";"0"
"1066";"1997";"2";3;0;0;2;8;8;10;"0";"4";"0";"0"
"1067";"1997";"2";3;0;0;2;8,5;8,5;10;"0";"2";"0";"0"
"1068";"1997";"2";3;0;0;2;9;9;10;"0";"1";"0";"0"
"1069";"1997";"2";3;0;0;2;9,5;9,5;10;"0";"1";"0";"0"
"1070";"1997";"2";3;0;0;2;10;10;10;"0";"3";"0";"0"
"1071";"1997";"2";3;0;0;2;10,5;10,5;10;"0";"13";"0";"0"
"1072";"1997";"2";3;0;0;2;11;11;10;"0";"16";"0";"0"
"1073";"1997";"2";3;0;0;2;11,5;11,5;10;"0";"19";"0";"0"
"1074";"1997";"2";3;0;0;2;12;12;10;"0";"23";"0";"0"
"1075";"1997";"2";3;0;0;2;12,5;12,5;10;"0";"30";"0";"0"
"1076";"1997";"2";3;0;0;2;13;13;10;"0";"30";"0";"0"
"1077";"1997";"2";3;0;0;2;13,5;13,5;10;"0";"17";"13";"0"
"1078";"1997";"2";3;0;0;2;14;14;10;"0";"10";"21";"0"
"1079";"1997";"2";3;0;0;2;14,5;14,5;10;"0";"2";"22";"0"
"1080";"1997";"2";3;0;0;2;15;15;10;"0";"0";"7";"0"
"1081";"1997";"2";3;0;0;2;15,5;15,5;10;"0";"0";"5";"0"
"1082";"1997";"2";3;0;0;2;16;16;10;"0";"0";"2";"0"
"1083";"1997";"2";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1084";"1997";"2";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1085";"1997";"2";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1086";"1997";"2";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1087";"1997";"2";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1088";"1997";"2";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1089";"1997";"3";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1090";"1997";"3";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1091";"1997";"3";3;0;0;2;4,5;4,5;10;"1";"0";"0";"0"
"1092";"1997";"3";3;0;0;2;5;5;10;"1";"0";"0";"0"
"1093";"1997";"3";3;0;0;2;5,5;5,5;10;"1";"0";"0";"0"
"1094";"1997";"3";3;0;0;2;6;6;10;"1";"0";"0";"0"
"1095";"1997";"3";3;0;0;2;6,5;6,5;10;"1";"0";"0";"0"
"1096";"1997";"3";3;0;0;2;7;7;10;"7";"0";"0";"0"
"1097";"1997";"3";3;0;0;2;7,5;7,5;10;"6";"0";"0";"0"
"1098";"1997";"3";3;0;0;2;8;8;10;"9";"0";"0";"0"
"1099";"1997";"3";3;0;0;2;8,5;8,5;10;"10";"0";"0";"0"
"1100";"1997";"3";3;0;0;2;9;9;10;"11";"0";"0";"0"
"1101";"1997";"3";3;0;0;2;9,5;9,5;10;"8";"0";"0";"0"
"1102";"1997";"3";3;0;0;2;10;10;10;"3";"0";"0";"0"
"1103";"1997";"3";3;0;0;2;10,5;10,5;10;"7";"3";"0";"0"
"1104";"1997";"3";3;0;0;2;11;11;10;"5";"12";"0";"0"
"1105";"1997";"3";3;0;0;2;11,5;11,5;10;"1";"20";"0";"0"
"1106";"1997";"3";3;0;0;2;12;12;10;"0";"25";"0";"0"
"1107";"1997";"3";3;0;0;2;12,5;12,5;10;"0";"27";"0";"0"
"1108";"1997";"3";3;0;0;2;13;13;10;"0";"21";"0";"0"
"1109";"1997";"3";3;0;0;2;13,5;13,5;10;"0";"19";"2";"0"
"1110";"1997";"3";3;0;0;2;14;14;10;"0";"29";"1";"0"
"1111";"1997";"3";3;0;0;2;14,5;14,5;10;"0";"19";"11";"0"
"1112";"1997";"3";3;0;0;2;15;15;10;"0";"7";"20";"0"
"1113";"1997";"3";3;0;0;2;15,5;15,5;10;"0";"3";"12";"0"
"1114";"1997";"3";3;0;0;2;16;16;10;"0";"2";"9";"0"
"1115";"1997";"3";3;0;0;2;16,5;16,5;10;"0";"0";"1";"0"
"1116";"1997";"3";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1117";"1997";"3";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1118";"1997";"3";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1119";"1997";"3";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1120";"1997";"3";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1121";"1997";"4";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1122";"1997";"4";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1123";"1997";"4";3;0;0;2;4,5;4,5;10;"1";"0";"0";"0"
"1124";"1997";"4";3;0;0;2;5;5;10;"1";"0";"0";"0"
"1125";"1997";"4";3;0;0;2;5,5;5,5;10;"1";"0";"0";"0"
"1126";"1997";"4";3;0;0;2;6;6;10;"1";"0";"0";"0"
"1127";"1997";"4";3;0;0;2;6,5;6,5;10;"1";"0";"0";"0"
"1128";"1997";"4";3;0;0;2;7;7;10;"1";"0";"0";"0"
"1129";"1997";"4";3;0;0;2;7,5;7,5;10;"1";"0";"0";"0"
"1130";"1997";"4";3;0;0;2;8;8;10;"1";"0";"0";"0"
"1131";"1997";"4";3;0;0;2;8,5;8,5;10;"1";"0";"0";"0"
"1132";"1997";"4";3;0;0;2;9;9;10;"2";"0";"0";"0"
"1133";"1997";"4";3;0;0;2;9,5;9,5;10;"8";"0";"0";"0"
"1134";"1997";"4";3;0;0;2;10;10;10;"11";"0";"0";"0"
"1135";"1997";"4";3;0;0;2;10,5;10,5;10;"18";"0";"0";"0"
"1136";"1997";"4";3;0;0;2;11;11;10;"15";"0";"0";"0"
"1137";"1997";"4";3;0;0;2;11,5;11,5;10;"11";"4";"0";"0"
"1138";"1997";"4";3;0;0;2;12;12;10;"8";"6";"0";"0"
"1139";"1997";"4";3;0;0;2;12,5;12,5;10;"4";"11";"0";"0"
"1140";"1997";"4";3;0;0;2;13;13;10;"0";"14";"0";"0"
"1141";"1997";"4";3;0;0;2;13,5;13,5;10;"0";"15";"0";"0"
"1142";"1997";"4";3;0;0;2;14;14;10;"0";"17";"0";"0"
"1143";"1997";"4";3;0;0;2;14,5;14,5;10;"0";"14";"1";"0"
"1144";"1997";"4";3;0;0;2;15;15;10;"0";"6";"6";"0"
"1145";"1997";"4";3;0;0;2;15,5;15,5;10;"0";"3";"4";"0"
"1146";"1997";"4";3;0;0;2;16;16;10;"0";"1";"3";"0"
"1147";"1997";"4";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1148";"1997";"4";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1149";"1997";"4";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1150";"1997";"4";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1151";"1997";"4";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1152";"1997";"4";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1153";"1998";"1";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1154";"1998";"1";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1155";"1998";"1";3;0;0;2;4,5;4,5;10;"0";"0";"0";"0"
"1156";"1998";"1";3;0;0;2;5;5;10;"0";"0";"0";"0"
"1157";"1998";"1";3;0;0;2;5,5;5,5;10;"0";"1";"0";"0"
"1158";"1998";"1";3;0;0;2;6;6;10;"0";"1";"0";"0"
"1159";"1998";"1";3;0;0;2;6,5;6,5;10;"0";"5";"0";"0"
"1160";"1998";"1";3;0;0;2;7;7;10;"0";"10";"0";"0"
"1161";"1998";"1";3;0;0;2;7,5;7,5;10;"0";"10";"0";"0"
"1162";"1998";"1";3;0;0;2;8;8;10;"0";"13";"0";"0"
"1163";"1998";"1";3;0;0;2;8,5;8,5;10;"0";"25";"0";"0"
"1164";"1998";"1";3;0;0;2;9;9;10;"0";"26";"0";"0"
"1165";"1998";"1";3;0;0;2;9,5;9,5;10;"0";"21";"0";"0"
"1166";"1998";"1";3;0;0;2;10;10;10;"0";"20";"0";"0"
"1167";"1998";"1";3;0;0;2;10,5;10,5;10;"0";"20";"0";"0"
"1168";"1998";"1";3;0;0;2;11;11;10;"0";"17";"0";"0"
"1169";"1998";"1";3;0;0;2;11,5;11,5;10;"0";"23";"0";"0"
"1170";"1998";"1";3;0;0;2;12;12;10;"0";"20";"0";"0"
"1171";"1998";"1";3;0;0;2;12,5;12,5;10;"0";"15";"3";"0"
"1172";"1998";"1";3;0;0;2;13;13;10;"0";"10";"10";"0"
"1173";"1998";"1";3;0;0;2;13,5;13,5;10;"0";"0";"14";"0"
"1174";"1998";"1";3;0;0;2;14;14;10;"0";"0";"9";"0"
"1175";"1998";"1";3;0;0;2;14,5;14,5;10;"0";"0";"9";"0"
"1176";"1998";"1";3;0;0;2;15;15;10;"0";"0";"7";"0"
"1177";"1998";"1";3;0;0;2;15,5;15,5;10;"0";"0";"10";"0"
"1178";"1998";"1";3;0;0;2;16;16;10;"0";"0";"8";"0"
"1179";"1998";"1";3;0;0;2;16,5;16,5;10;"0";"0";"2";"0"
"1180";"1998";"1";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1181";"1998";"1";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1182";"1998";"1";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1183";"1998";"1";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1184";"1998";"1";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1185";"1998";"2";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1186";"1998";"2";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1187";"1998";"2";3;0;0;2;4,5;4,5;10;"0";"1";"0";"0"
"1188";"1998";"2";3;0;0;2;5;5;10;"0";"1";"0";"0"
"1189";"1998";"2";3;0;0;2;5,5;5,5;10;"0";"1";"0";"0"
"1190";"1998";"2";3;0;0;2;6;6;10;"0";"1";"0";"0"
"1191";"1998";"2";3;0;0;2;6,5;6,5;10;"0";"6";"0";"0"
"1192";"1998";"2";3;0;0;2;7;7;10;"0";"8";"0";"0"
"1193";"1998";"2";3;0;0;2;7,5;7,5;10;"0";"15";"0";"0"
"1194";"1998";"2";3;0;0;2;8;8;10;"0";"19";"0";"0"
"1195";"1998";"2";3;0;0;2;8,5;8,5;10;"0";"30";"0";"0"
"1196";"1998";"2";3;0;0;2;9;9;10;"0";"38";"0";"0"
"1197";"1998";"2";3;0;0;2;9,5;9,5;10;"0";"40";"0";"0"
"1198";"1998";"2";3;0;0;2;10;10;10;"0";"41";"0";"0"
"1199";"1998";"2";3;0;0;2;10,5;10,5;10;"0";"42";"0";"0"
"1200";"1998";"2";3;0;0;2;11;11;10;"0";"39";"0";"0"
"1201";"1998";"2";3;0;0;2;11,5;11,5;10;"0";"43";"0";"0"
"1202";"1998";"2";3;0;0;2;12;12;10;"0";"35";"0";"0"
"1203";"1998";"2";3;0;0;2;12,5;12,5;10;"0";"36";"0";"0"
"1204";"1998";"2";3;0;0;2;13;13;10;"0";"33";"0";"0"
"1205";"1998";"2";3;0;0;2;13,5;13,5;10;"0";"14";"1";"0"
"1206";"1998";"2";3;0;0;2;14;14;10;"0";"7";"7";"0"
"1207";"1998";"2";3;0;0;2;14,5;14,5;10;"0";"2";"5";"0"
"1208";"1998";"2";3;0;0;2;15;15;10;"0";"0";"1";"0"
"1209";"1998";"2";3;0;0;2;15,5;15,5;10;"0";"0";"1";"0"
"1210";"1998";"2";3;0;0;2;16;16;10;"0";"0";"0";"0"
"1211";"1998";"2";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1212";"1998";"2";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1213";"1998";"2";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1214";"1998";"2";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1215";"1998";"2";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1216";"1998";"2";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1217";"1998";"3";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1218";"1998";"3";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1219";"1998";"3";3;0;0;2;4,5;4,5;10;"1";"0";"0";"0"
"1220";"1998";"3";3;0;0;2;5;5;10;"1";"0";"0";"0"
"1221";"1998";"3";3;0;0;2;5,5;5,5;10;"1";"0";"0";"0"
"1222";"1998";"3";3;0;0;2;6;6;10;"1";"0";"0";"0"
"1223";"1998";"3";3;0;0;2;6,5;6,5;10;"1";"0";"0";"0"
"1224";"1998";"3";3;0;0;2;7;7;10;"1";"0";"0";"0"
"1225";"1998";"3";3;0;0;2;7,5;7,5;10;"1";"0";"0";"0"
"1226";"1998";"3";3;0;0;2;8;8;10;"1";"0";"0";"0"
"1227";"1998";"3";3;0;0;2;8,5;8,5;10;"6";"0";"0";"0"
"1228";"1998";"3";3;0;0;2;9;9;10;"10";"2";"0";"0"
"1229";"1998";"3";3;0;0;2;9,5;9,5;10;"14";"6";"0";"0"
"1230";"1998";"3";3;0;0;2;10;10;10;"10";"22";"0";"0"
"1231";"1998";"3";3;0;0;2;10,5;10,5;10;"6";"31";"0";"0"
"1232";"1998";"3";3;0;0;2;11;11;10;"3";"36";"0";"0"
"1233";"1998";"3";3;0;0;2;11,5;11,5;10;"1";"39";"0";"0"
"1234";"1998";"3";3;0;0;2;12;12;10;"0";"41";"0";"0"
"1235";"1998";"3";3;0;0;2;12,5;12,5;10;"0";"36";"0";"0"
"1236";"1998";"3";3;0;0;2;13;13;10;"0";"41";"0";"0"
"1237";"1998";"3";3;0;0;2;13,5;13,5;10;"0";"40";"0";"0"
"1238";"1998";"3";3;0;0;2;14;14;10;"0";"33";"0";"0"
"1239";"1998";"3";3;0;0;2;14,5;14,5;10;"0";"25";"4";"0"
"1240";"1998";"3";3;0;0;2;15;15;10;"0";"15";"7";"0"
"1241";"1998";"3";3;0;0;2;15,5;15,5;10;"0";"4";"4";"0"
"1242";"1998";"3";3;0;0;2;16;16;10;"0";"0";"2";"0"
"1243";"1998";"3";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1244";"1998";"3";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1245";"1998";"3";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1246";"1998";"3";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1247";"1998";"3";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1248";"1998";"3";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1249";"1998";"4";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1250";"1998";"4";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1251";"1998";"4";3;0;0;2;4,5;4,5;10;"1";"0";"0";"0"
"1252";"1998";"4";3;0;0;2;5;5;10;"1";"0";"0";"0"
"1253";"1998";"4";3;0;0;2;5,5;5,5;10;"5";"0";"0";"0"
"1254";"1998";"4";3;0;0;2;6;6;10;"5";"0";"0";"0"
"1255";"1998";"4";3;0;0;2;6,5;6,5;10;"6";"0";"0";"0"
"1256";"1998";"4";3;0;0;2;7;7;10;"7";"0";"0";"0"
"1257";"1998";"4";3;0;0;2;7,5;7,5;10;"9";"0";"0";"0"
"1258";"1998";"4";3;0;0;2;8;8;10;"10";"0";"0";"0"
"1259";"1998";"4";3;0;0;2;8,5;8,5;10;"15";"0";"0";"0"
"1260";"1998";"4";3;0;0;2;9;9;10;"30";"0";"0";"0"
"1261";"1998";"4";3;0;0;2;9,5;9,5;10;"33";"0";"0";"0"
"1262";"1998";"4";3;0;0;2;10;10;10;"31";"0";"0";"0"
"1263";"1998";"4";3;0;0;2;10,5;10,5;10;"32";"0";"0";"0"
"1264";"1998";"4";3;0;0;2;11;11;10;"24";"7";"0";"0"
"1265";"1998";"4";3;0;0;2;11,5;11,5;10;"14";"16";"0";"0"
"1266";"1998";"4";3;0;0;2;12;12;10;"13";"17";"0";"0"
"1267";"1998";"4";3;0;0;2;12,5;12,5;10;"4";"26";"0";"0"
"1268";"1998";"4";3;0;0;2;13;13;10;"1";"29";"0";"0"
"1269";"1998";"4";3;0;0;2;13,5;13,5;10;"0";"30";"0";"0"
"1270";"1998";"4";3;0;0;2;14;14;10;"0";"26";"0";"0"
"1271";"1998";"4";3;0;0;2;14,5;14,5;10;"0";"13";"0";"0"
"1272";"1998";"4";3;0;0;2;15;15;10;"0";"4";"0";"0"
"1273";"1998";"4";3;0;0;2;15,5;15,5;10;"0";"1";"0";"0"
"1274";"1998";"4";3;0;0;2;16;16;10;"0";"1";"0";"0"
"1275";"1998";"4";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1276";"1998";"4";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1277";"1998";"4";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1278";"1998";"4";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1279";"1998";"4";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1280";"1998";"4";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1281";"1999";"1";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1282";"1999";"1";3;0;0;2;4;4;10;"0";"1";"0";"0"
"1283";"1999";"1";3;0;0;2;4,5;4,5;10;"0";"1";"0";"0"
"1284";"1999";"1";3;0;0;2;5;5;10;"0";"1";"0";"0"
"1285";"1999";"1";3;0;0;2;5,5;5,5;10;"0";"6";"0";"0"
"1286";"1999";"1";3;0;0;2;6;6;10;"0";"6";"0";"0"
"1287";"1999";"1";3;0;0;2;6,5;6,5;10;"0";"13";"0";"0"
"1288";"1999";"1";3;0;0;2;7;7;10;"0";"16";"0";"0"
"1289";"1999";"1";3;0;0;2;7,5;7,5;10;"0";"18";"0";"0"
"1290";"1999";"1";3;0;0;2;8;8;10;"0";"20";"0";"0"
"1291";"1999";"1";3;0;0;2;8,5;8,5;10;"0";"26";"0";"0"
"1292";"1999";"1";3;0;0;2;9;9;10;"0";"23";"0";"0"
"1293";"1999";"1";3;0;0;2;9,5;9,5;10;"0";"34";"0";"0"
"1294";"1999";"1";3;0;0;2;10;10;10;"0";"40";"0";"0"
"1295";"1999";"1";3;0;0;2;10,5;10,5;10;"0";"38";"0";"0"
"1296";"1999";"1";3;0;0;2;11;11;10;"0";"40";"0";"0"
"1297";"1999";"1";3;0;0;2;11,5;11,5;10;"0";"40";"0";"0"
"1298";"1999";"1";3;0;0;2;12;12;10;"0";"40";"0";"0"
"1299";"1999";"1";3;0;0;2;12,5;12,5;10;"0";"35";"5";"0"
"1300";"1999";"1";3;0;0;2;13;13;10;"0";"31";"6";"0"
"1301";"1999";"1";3;0;0;2;13,5;13,5;10;"0";"16";"14";"0"
"1302";"1999";"1";3;0;0;2;14;14;10;"0";"14";"10";"0"
"1303";"1999";"1";3;0;0;2;14,5;14,5;10;"0";"2";"14";"0"
"1304";"1999";"1";3;0;0;2;15;15;10;"0";"0";"3";"0"
"1305";"1999";"1";3;0;0;2;15,5;15,5;10;"0";"0";"1";"0"
"1306";"1999";"1";3;0;0;2;16;16;10;"0";"0";"2";"0"
"1307";"1999";"1";3;0;0;2;16,5;16,5;10;"0";"0";"0";"0"
"1308";"1999";"1";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1309";"1999";"1";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1310";"1999";"1";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1311";"1999";"1";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1312";"1999";"1";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1313";"1999";"2";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1314";"1999";"2";3;0;0;2;4;4;10;"0";"0";"0";"0"
"1315";"1999";"2";3;0;0;2;4,5;4,5;10;"0";"0";"0";"0"
"1316";"1999";"2";3;0;0;2;5;5;10;"0";"0";"0";"0"
"1317";"1999";"2";3;0;0;2;5,5;5,5;10;"0";"0";"0";"0"
"1318";"1999";"2";3;0;0;2;6;6;10;"0";"0";"0";"0"
"1319";"1999";"2";3;0;0;2;6,5;6,5;10;"0";"0";"0";"0"
"1320";"1999";"2";3;0;0;2;7;7;10;"0";"2";"0";"0"
"1321";"1999";"2";3;0;0;2;7,5;7,5;10;"0";"1";"0";"0"
"1322";"1999";"2";3;0;0;2;8;8;10;"0";"3";"0";"0"
"1323";"1999";"2";3;0;0;2;8,5;8,5;10;"0";"10";"0";"0"
"1324";"1999";"2";3;0;0;2;9;9;10;"0";"13";"0";"0"
"1325";"1999";"2";3;0;0;2;9,5;9,5;10;"0";"20";"0";"0"
"1326";"1999";"2";3;0;0;2;10;10;10;"0";"29";"0";"0"
"1327";"1999";"2";3;0;0;2;10,5;10,5;10;"0";"35";"0";"0"
"1328";"1999";"2";3;0;0;2;11;11;10;"0";"40";"0";"0"
"1329";"1999";"2";3;0;0;2;11,5;11,5;10;"0";"45";"0";"0"
"1330";"1999";"2";3;0;0;2;12;12;10;"0";"43";"0";"0"
"1331";"1999";"2";3;0;0;2;12,5;12,5;10;"0";"36";"0";"0"
"1332";"1999";"2";3;0;0;2;13;13;10;"0";"29";"2";"0"
"1333";"1999";"2";3;0;0;2;13,5;13,5;10;"0";"18";"12";"0"
"1334";"1999";"2";3;0;0;2;14;14;10;"0";"20";"10";"0"
"1335";"1999";"2";3;0;0;2;14,5;14,5;10;"0";"9";"11";"0"
"1336";"1999";"2";3;0;0;2;15;15;10;"0";"0";"16";"0"
"1337";"1999";"2";3;0;0;2;15,5;15,5;10;"0";"0";"4";"0"
"1338";"1999";"2";3;0;0;2;16;16;10;"0";"0";"6";"0"
"1339";"1999";"2";3;0;0;2;16,5;16,5;10;"0";"0";"1";"0"
"1340";"1999";"2";3;0;0;2;17;17;10;"0";"0";"0";"0"
"1341";"1999";"2";3;0;0;2;17,5;17,5;10;"0";"0";"0";"0"
"1342";"1999";"2";3;0;0;2;18;18;10;"0";"0";"0";"0"
"1343";"1999";"2";3;0;0;2;18,5;18,5;10;"0";"0";"0";"0"
"1344";"1999";"2";3;0;0;2;19;19;10;"0";"0";"0";"0"
"1345";"1999";"3";3;0;0;2;3,5;3,5;10;"0";"0";"0";"0"
"1346";"1999";"3";3;0;0;2;4;4;10;"0";"0";"0";"0"
